bibcode,title,first_author,year,pub,doi,abstract,citation_count,epoch_search,is_seed,has_abstract
2013MarBi.160.1875M,['Future ocean acidification will be amplified by hypoxia in coastal habitats'],"Melzner, Frank",2013,Marine Biology,10.1007/s00227-012-1954-1,"Ocean acidification is elicited by anthropogenic carbon dioxide emissions and resulting oceanic uptake of excess CO2 and might constitute an abiotic stressor powerful enough to alter marine ecosystem structures. For surface waters in gas-exchange equilibrium with the atmosphere, models suggest increases in CO2 partial pressure (pCO2) from current values of ca. 390 uatm to ca. 700‚-1,000 uatm by the end of the century. However, in typically unequilibrated coastal hypoxic regions, much higher pCO2 values can be expected, as heterotrophic degradation of organic material is necessarily related to the production of CO2 (i.e., dissolved inorganic carbon). Here, we provide data and estimates that, even under current conditions, maximum pCO2 values of 1,700‚-3,200 uatm can easily be reached when all oxygen is consumed at salinities between 35 and 20, respectively. Due to the nonlinear nature of the carbonate system, the approximate doubling of seawater pCO2 in surface waters due to ocean acidification will most strongly affect coastal hypoxic zones as pCO2 during hypoxia will increase proportionally: we calculate maximum pCO2 values of ca. 4,500 uatm at a salinity of 20 (T = 10 C) and ca. 3,400 uatm at a salinity of 35 (T = 10 C) when all oxygen is consumed. Upwelling processes can bring these CO2-enriched waters in contact with shallow water ecosystems and may then affect species performance there as well. We conclude that (1) combined stressor experiments (pCO2 and pO2) are largely missing at the moment and that (2) coastal ocean acidification experimental designs need to be closely adjusted to carbonate system variability within the specific habitat. In general, the worldwide spread of coastal hypoxic zones also simultaneously is a spread of CO2-enriched zones. The magnitude of expected changes in pCO2 in these regions indicates that coastal systems may be more endangered by future global climate change than previously thought.",281,noachian,FALSE,TRUE
2007ESRv...83...83J,['The oxygen isotope evolution of seawater: A critical review of a long-standing controversy and an improved geological water cycle model for the past 3.4 billion years'],"Jaffr√©s, Jasmine B. D.",2007,Earth Science Reviews,10.1016/j.earscirev.2007.04.002,"Controversy over the oxygen isotope composition of seawater began in the 1950's, since which time there has been no agreement over whether the oxygen isotope composition of the oceans has changed over time. Resolving this uncertainty would allow the 18O values of demonstrably well preserved marine authigenic precipitates to be used to reconstruct surface climate trends back to early Archean times and would help towards a more quantitative description of Earth's global water cycle on geological time scales. Isotopic studies of marine carbonate and silica reveal a trend of increasing 18O values with decreasing age since the Archean. This trend has been interpreted by some to reflect a progressive increase in seawater 18O through time; however, it is generally accepted on the basis of ophiolite studies and theoretical considerations that seawater 18O cannot change significantly because of the buffering effects of ocean crust alteration at mid-ocean ridges. As a result many alternative interpretations have been proposed, including meteoric alteration; warmer paleoclimates; higher seawater pH; salinity stratification and biased sampling. Here we review these interpretations in the light of an updated compilation of marine carbonate 18O from around the world, covering the Phanerozoic and Precambrian rock records. Recent models of the geological water cycle demonstrate how long-term trends in chemical weathering and hydrothermal circulation can indeed influence the O-isotope composition of the global ocean to the extent necessary to explain the carbonate 18O trend, with residual variation attributed to climatic fluctuations and post-depositional alteration. We present the further development of an existing model of the geological water cycle. In the model, seawater 18O increased from about - 13.3‚Ä∞ to - 0.3‚Ä∞ over a period of 3.4 Ga, with average surface temperatures fluctuating between 10 C to 33 C, which is consistent with known biological constraints. Similar temperature variations are also obtained, although with higher starting seawater 18O composition, when more conservative approaches are used that take into account the systematic effects of diagenetic alteration on mean calcite 18O values. In contrast to much published opinion, the average 18O value of ocean crust in the model remained relatively unchanged throughout all model runs. Invariable ophiolite 18O values can, therefore, not be used as a definitive argument against changing seawater 18O. The most likely explanation for the long-term trend in seawater 18O invokes two stepwise increases in the ratio of high- to low-temperature fluid/rock interactions. An initial increase may have occurred close to the Archean-Proterozoic boundary, but a possibly more significant increase took place near the Proterozoic-Phanerozoic boundary. Possible explanations for extremely low seawater 18O during the Archean include higher continental weathering rates caused by a combination of higher atmospheric pCO 2 (necessarily combined with high CO 2 outgassing rates), a greater abundance of relatively easily weathered volcanic rocks in greenstone belts and partial emergence of spreading ridges. The second increase may have been caused by the suppression of low-temperature overprinting of ocean crust alteration by the formation of a thick sediment cover on ridge flanks due to the emergence of shelly plankton at the beginning of the Phanerozoic. Postulated increases in spreading ridge depths since the Archean would also have enhanced the efficiency of vertical heat flux and changed the depth at which hydrothermal fluids boil, both of which would favour high- over low-temperature interactions with time.",281,noachian,FALSE,TRUE
2006ESRv...75...85A,['Palaeoclimatic records from stable isotopes in riverine tufas: Synthesis and review'],"Andrews, J. E.",2006,Earth Science Reviews,10.1016/j.earscirev.2005.08.002,"It has been known for some time that viable palaeoclimatic information should be recorded in groundwater-fed riverine tufas, particularly barrage, paludal or spring-line deposits. Stable isotope variation in active tufa-depositing systems is well understood. Variability in 18O is driven mainly by changes in water temperature and the 18O value of the recharging water. Variability in 13C reflects principally the relative contribution of isotopically light CO 2 from soil organic matter, and isotopically heavier carbon derived from the dissolution of the aquifer limestone, modulated by equilibration of the aquifer, spring and stream water with atmospheric CO 2 (degassing) and by in-aquifer or in-stream calcite precipitation. In fast-flowing riverine systems the effects of evaporation and in-stream biological activity are negligible. Disequilibrium isotope effects away from actively degassing springs are probably very small, although this can be difficult to demonstrate, especially for 13C. Highly resolved sub-sampling of annual layers in active/sub-recent and Holocene tufas show conclusively that seasonal records of temperature ( 18O) and relative recharge intensity ( 13C) are recorded. At decadal-scale sampling resolution tufa deposits record (mostly) variation in 18O of meteoric recharge, which depending on locality may reflect source or amount effects (particularly continentality), or temperature change. In Holocene tufas from NW Europe, centennial-scale climatic cooling, culminating in a sharp 8.2 ka minimum is recorded. At one site a detailed 13C record suggests progressive dryness accompanying coldness at 8.2 ka. Although cementation of void space, micritization and aggrading neomorphism all occur in sub-recent and older tufas, there is no unequivocal evidence that diagenesis is either pervasive or that it seriously changes depositional stable isotope values. As tufa deposits accumulate rapidly, where annually laminated they offer an excellent opportunity to study seasonality in Quaternary palaeoclimates. Tufa stable isotope records should be considered complementary to the longer-term palaeoclimatic data provided by speleothems, particularly as these terrestrial carbonates are often closely associated geographically.",277,noachian,FALSE,TRUE
2014BGeo...11.3941T,['Ecosystem function and services provided by the deep sea'],"Thurber, A. R.",2014,Biogeosciences,10.5194/bg-11-3941-2014,"The deep sea is often viewed as a vast, dark, remote, and inhospitable environment, yet the deep ocean and seafloor are crucial to our lives through the services that they provide. Our understanding of how the deep sea functions remains limited, but when treated synoptically, a diversity of supporting, provisioning, regulating and cultural services becomes apparent. The biological pump transports carbon from the atmosphere into deep-ocean water masses that are separated over prolonged periods, reducing the impact of anthropogenic carbon release. Microbial oxidation of methane keeps another potent greenhouse gas out of the atmosphere while trapping carbon in authigenic carbonates. Nutrient regeneration by all faunal size classes provides the elements necessary for fueling surface productivity and fisheries, and microbial processes detoxify a diversity of compounds. Each of these processes occur on a very small scale, yet considering the vast area over which they occur they become important for the global functioning of the ocean. The deep sea also provides a wealth of resources, including fish stocks, enormous bioprospecting potential, and elements and energy reserves that are currently being extracted and will be increasingly important in the near future. Society benefits from the intrigue and mystery, the strange life forms, and the great unknown that has acted as a muse for inspiration and imagination since near the beginning of civilization. While many functions occur on the scale of microns to meters and timescales up to years, the derived services that result are only useful after centuries of integrated activity. This vast dark habitat, which covers the majority of the globe, harbors processes that directly impact humans in a variety of ways; however, the same traits that differentiate it from terrestrial or shallow marine systems also result in a greater need for integrated spatial and temporal understanding as it experiences increased use by society. In this manuscript we aim to provide a foundation for informed conservation and management of the deep sea by summarizing the important role of the deep sea in society.",277,noachian,FALSE,TRUE
2002PNAS...99.4172B,['Examination of hypotheses for the Permo-Triassic boundary extinction by carbon cycle modeling'],"Berner, Robert A.",2002,Proceedings of the National Academy of Science,10.1073/pnas.032095199,"The biological extinction that occurred at the Permian-Triassic boundary represents the most extensive loss of species of any known event of the past 550 million years. There have been a wide variety of explanations offered for this extinction. In the present paper, a number of the more popular recent hypotheses are evaluated in terms of predictions that they make, or that they imply, concerning the global carbon cycle. For this purpose, a mass balance model is used that calculates atmospheric CO2 and oceanic 13C as a function of time. Hypotheses considered include: (i) the release of massive amounts of CO2 from the ocean to the atmosphere resulting in mass poisoning; (ii) the release of large amounts of CO2 from volcanic degassing; (iii) the release of methane stored in methane hydrates; (iv) the decomposition and oxidation of dead organisms to CO2 after sudden mass mortality; and (v) the long-term reorganization of the global carbon cycle. The modeling indicates that measured short-term changes in 13C at the boundary are best explained by methane release with mass mortality and volcanic degassing contributing in secondary roles. None of the processes result in excessively high levels of atmospheric CO2 if they occurred on time scales of more than about 1,000 years. The idea of poisoning by high levels of atmospheric CO2 depends on the absence of subthermocline calcium carbonate deposition during the latest Permian. The most far-reaching effect was found to be reorganization of the carbon cycle with major sedimentary burial of organic matter shifting from the land to the sea, resulting in less burial overall, decreased atmospheric O2, and higher atmospheric CO2 for the entire Triassic Period.",276,noachian,FALSE,TRUE
2016Natur.534..235W,['An autonomous chemically fuelled small-molecule motor'],"Wilson, Miriam R.",2016,Nature,10.1038/nature18013,"Molecular machines are among the most complex of all functional molecules and lie at the heart of nearly every biological process. A number of synthetic small-molecule machines have been developed, including molecular muscles, synthesizers, pumps, walkers, transporters and light-driven and electrically driven rotary motors. However, although biological molecular motors are powered by chemical gradients or the hydrolysis of adenosine triphosphate (ATP), so far there are no synthetic small-molecule motors that can operate autonomously using chemical energy (that is, the components move with net directionality as long as a chemical fuel is present). Here we describe a system in which a small molecular ring (macrocycle) is continuously transported directionally around a cyclic molecular track when powered by irreversible reactions of a chemical fuel, 9-fluorenylmethoxycarbonyl chloride. Key to the design is that the rate of reaction of this fuel with reactive sites on the cyclic track is faster when the macrocycle is far from the reactive site than when it is near to it. We find that a bulky pyridine-based catalyst promotes carbonate-forming reactions that ratchet the displacement of the macrocycle away from the reactive sites on the track. Under reaction conditions where both attachment and cleavage of the 9-fluorenylmethoxycarbonyl groups occur through different processes, and the cleavage reaction occurs at a rate independent of macrocycle location, net directional rotation of the molecular motor continues for as long as unreacted fuel remains. We anticipate that autonomous chemically fuelled molecular motors will find application as engines in molecular nanotechnology.",274,noachian,FALSE,TRUE
2008E&PSL.271..254F,"['Seawater pH, pCO 2 and [CO 2-3] variations in the Caribbean Sea over the last 130 kyr: A boron isotope and B/Ca study of planktic foraminifera']","Foster, G. L.",2008,Earth and Planetary Science Letters,10.1016/j.epsl.2008.04.015,"Here a new analytical methodology is described for measuring the isotopic composition of boron in foraminifera using multicollector inductively coupled plasma mass spectrometry (MC-ICPMS). This new approach is fast ( 10 samples analysed in duplicate per analytical session) and accurate (to better than 0.25‚Ä∞ at 95% confidence) with acceptable sample size requirements (1-3 mg of carbonate). A core top calibration of several common planktic and two benthic species from geographically widespread localities shows a very close agreement between the isotopic composition measured by MC-ICPMS and the isotopic composition of B(OH) -4 in seawater (as predicted using the recently measured isotopic equilibrium factor of 1.0272) at the depth of habitat. A down core and core top investigation of boron concentration (B/Ca ratio) shows that the partition coefficient is influenced by [CO 2-3] complicating the application of this proxy. Nevertheless, it is demonstrated that these two proxies can be used to fully constrain the carbonate system of surface water in the Caribbean Sea (ODP Site 999A) over the last 130 kyr. This reconstruction shows that during much of the Holocene and the last interglacial period surface water at Site 999A was in equilibrium with the atmosphere with respect to CO 2. During the intervening colder periods although the surface water pCO 2 was lower than the Holocene, it was a minor to significant source of CO 2 to the atmosphere possibly due to either an expansion of the eastern equatorial Atlantic upwelling zone, or a more local expansion of coastal upwelling in the southern Caribbean. Such reorganisation of the oceanic carbonate system in favour of a larger source of CO 2 to the atmosphere from the equatorial ocean may require mechanisms responsible for lowering atmospheric CO 2 during glacial periods to be more efficient than previously supposed.",273,noachian,FALSE,TRUE
2003E&PSL.213...15O,"['New insights into Archean sulfur cycle from mass-independent sulfur isotope records from the Hamersley Basin, Australia']","Ono, Shuhei",2003,Earth and Planetary Science Letters,10.1016/S0012-821X(03)00295-4,"We have measured multiple sulfur isotope ratios (34S/33S/32S) for sulfide sulfur in shale and carbonate lithofacies from the Hamersley Basin, Western Australia. The ‚àÜ33S values (‚àÜ33S‚âà33S-0.515√ó34S) shift from -1.9 to +6.9‚Ä∞ over a 22-m core section of the lower Mount McRae Shale (2.5 Ga). Likewise, sulfide sulfur analyses of the Jeerinah Formation (2.7 Ga) yield ‚àÜ33S values of -0.1 to +8.1‚Ä∞ over a 50-m section of core. Despite wide variations in ‚àÜ33S and 34S, these two shale units yield a similar positive correlation between ‚àÜ33S and 34S. In contrast, pyrite sulfur analyses of the Carawine Dolomite (2.6 Ga) yield a broad range in 34S (+3.2 to +16.2‚Ä∞) but a relatively small variation and negative values in ‚àÜ33S (-2.5 to -1.1‚Ä∞). The stratigraphic distribution of 33S, 34S, and ‚àÜ33S in Western Australia allows us to speculate on the sulfur isotopic composition of Archean sulfur reservoirs and to trace pathways in the Archean sulfur cycle. Our data are explained by a combination of mass-independent fractionation (MIF) in the atmosphere and biological mass-dependent fractionation in the ocean. In the Archean, volcanic, sulfur-bearing gas species were photolysed by solar ultraviolet (UV) radiation in an oxygen-free atmosphere, resulting in MIF of sulfur isotopes. Aerosols of S8 (with ‚àÜ33S;0) and sulfuric acid (with ‚àÜ33S&lt;0) formed from the products of UV photolysis and carried mass-independently fractionated sulfur into the hydrosphere. The signatures of atmospheric photolysis were preserved by precipitation of pyrite in sediments. Pyrite precipitation was mediated by microbial enzymatic catalysis that superimposed mass-dependent fractionation on mass-independent atmospheric effects. Multiple sulfur isotope analyses provide new insights into the early evolution of the atmosphere and the evolution and distribution of early sulfur-metabolizing organisms.",272,noachian,FALSE,TRUE
1997ESRv...42...95M,['Calcification generates protons for nutrient and bicarbonate uptake'],"McConnaughey, T. A.",1997,Earth Science Reviews,10.1016/S0012-8252(96)00036-0,"The biosphere's great carbonate deposits, from caliche soils to deep-sea carbonate oozes, precipitate largely as by-products of autotrophic nutrient acquisition physiologies. Protons constitute the critical link: Calcification generates protons, which plants and photosynthetic symbioses use to assimilate bicarbonate and nutrients. A calcium ATPase-based 'trans' mechanism underlies most biological calcification. This permits high calcium carbonate supersaturations and rapid carbonate precipitation. The competitive advantages of calcification become especially apparent in light and nutrient-deficient alkaline environments. Calcareous plants often dominate the lower euphotic zone in both the benthos and the plankton. Geographically and seasonally, massive calcification concentrates in nutrient-deficient environments including alkaline soils, coral reefs, cyanobacterial mats and coccolithophorid blooms. Structural and defensive uses for calcareous skeletons are sometimes overrated.",271,noachian,FALSE,TRUE
1995RvGeo..33..365L,['Deep subsurface microbial processes'],"Lovley, Derek R.",1995,Reviews of Geophysics,10.1029/95RG01305,"Information on the microbiology of the deep subsurface is necessary in order to understand the factors controlling the rate and extent of the microbially catalyzed redox reactions that influence the geophysical properties of these environments. Furthermore, there is an increasing threat that deep aquifers, an important drinking water resource, may be contaminated by man's activities, and there is a need to predict the extent to which microbial activity may remediate such contamination. Metabolically active microorganisms can be recovered from a diversity of deep subsurface environments. The available evidence suggests that these microorganisms are responsible for catalyzing the oxidation of organic matter coupled to a variety of electron acceptors just as microorganisms do in surface sediments, but at much slower rates. The technical difficulties in aseptically sampling deep subsurface sediments and the fact that microbial processes in laboratory incubations of deep subsurface material often do not mimic in situ processes frequently necessitate that microbial activity in the deep subsurface be inferred through nonmicrobiological analyses of ground water. These approaches include measurements of dissolved H2, which can predict the predominant microbially catalyzed redox reactions in aquifers, as well as geochemical and groundwater flow modeling, which can be used to estimate the rates of microbial processes. Microorganisms recovered from the deep subsurface have the potential to affect the fate of toxic organics and inorganic contaminants in groundwater. Microbial activity also greatly influences the chemistry of many pristine groundwaters and contributes to such phenomena as porosity development in carbonate aquifers, accumulation of undesirably high concentrations of dissolved iron, and production of methane and hydrogen sulfide. Although the last decade has seen a dramatic increase in interest in deep subsurface microbiology, in comparison with the study of other habitats, the study of deep subsurface microbiology is still in its infancy.",271,noachian,FALSE,TRUE
1977DSR....24..511B,"['The chemistry, biology, and vertical flux of particulate matter from the upper 400 m of the equatorial Atlantic Ocean']","Bishop, James K. B.",1977,Deep Sea Research,10.1016/0146-6291(77)90526-4,"Particulate matter, divided intoless than1, 1 to 53, and ; 53- um size fractions, was obtained in profile from the upper 400 m at 247'N, 851'W in the equatorial Atlantic by large volume in situ filtration. The samples were analyzed for Na, K, Mg, Ca, carbonate, Si, Sr, Fe, C, N, P, organic 13C, 7Be, 214Bi, 214Pb, ( 226Ra), 210Po and 210Pb and were studied by light and scanning electron microscopy to determine the size and morphological distributions of the particles. The chemical distributions in particulate matter are controlled largely by biological production, respiration, predation, aggregation, and fragmentation. The largest particulate elemental and mass concentration gradient occurs between 50 m (the base of the mixed layer, particle and organism maximum) and 113 m. The organic fraction was enriched with bound Mg and ion-exchangeable Ca and Sr. Dissolution of SrSO 4 from Acantharia Sp. was pronounced below 188 m. Large particles could be classified as crustacean appendage and carapace material, mucold material, hyaline or sheetlike material, fecal pellets, and fecal matter. The latter two types of fecal material, containing coccoliths, diatom fragments and other fine particles, become increasingly important with depth in the ;53- um size fraction with depth. A model for particle settling constructed from the chemical and microscopic data indicates that 99% of the vertical mass flux through 388m is carried by fecal matter and fecal pellets which contribute only 4% to the total suspended mass concentration. The sinking material has three major phases (flux in brackets): organic matter [94 mmoles C cm -2(1000 yr) -1]; carbonate [10.9 mmoles CaCO 3 cm -2(1000 yr) -1]; and opal [12.1 mmoles Si cm -2(1000 yr) -1]. Associated minor and trace components are transported vertically by a common mechanism but their regeneration depends on the chemistry of their carrier phases.",270,noachian,FALSE,TRUE
2007SSRv..129...35Z,['Emergence of a Habitable Planet'],"Zahnle, Kevin",2007,Space Science Reviews,10.1007/s11214-007-9225-z,"We address the first several hundred million years of Earth's history. The Moon-forming impact left Earth enveloped in a hot silicate atmosphere that cooled and condensed over 1,000 yrs. As it cooled the Earth degassed its volatiles into the atmosphere. It took another 2 Myrs for the magma ocean to freeze at the surface. The cooling rate was determined by atmospheric thermal blanketing. Tidal heating by the new Moon was a major energy source to the magma ocean. After the mantle solidified geothermal heat became climatologically insignificant, which allowed the steam atmosphere to condense, and left behind a 100 bar, 500 K CO2 atmosphere. Thereafter cooling was governed by how quickly CO2 was removed from the atmosphere. If subduction were efficient this could have taken as little as 10 million years. In this case the faint young Sun suggests that a lifeless Earth should have been cold and its oceans white with ice. But if carbonate subduction were inefficient the CO2 would have mostly stayed in the atmosphere, which would have kept the surface near 500 K for many tens of millions of years. Hydrous minerals are harder to subduct than carbonates and there is a good chance that the Hadean mantle was dry. Hadean heat flow was locally high enough to ensure that any ice cover would have been thin (&lt;5 m) in places. Moreover hundreds or thousands of asteroid impacts would have been big enough to melt the ice triggering brief impact summers. We suggest that plate tectonics as it works now was inadequate to handle typical Hadean heat flows of 0.2-0.5 W/m2. In its place we hypothesize a convecting mantle capped by a 100 km deep basaltic mush that was relatively permeable to heat flow. Recycling and distillation of hydrous basalts produced granitic rocks very early, which is consistent with preserved ;4 Ga detrital zircons. If carbonates in oceanic crust subducted as quickly as they formed, Earth could have been habitable as early as 10-20 Myrs after the Moon-forming impact.",270,noachian,FALSE,TRUE
1988GeCoA..52..751A,['Complete oxidation of solid phase sulfides by manganese and bacteria in anoxic marine sediments'],"Aller, Robert C.",1988,Geochimica et Cosmochimica Acta,10.1016/0016-7037(88)90335-3,"During the physical or biological reworking of surficial marine sediments, metal oxides are often brought into contact with both solid and dissolved sulfides. Experiments simulating these mixing processes demonstrate that in natural sediments Mn-oxides can completely oxidize solid phase sulfides to SO 4- under anoxic conditions. The major source of sulfur is probably acid volatile sulfide. Minerals containing Mn +4 are apparently more effective than Mn +3 in driving the oxidation. There is slight or no evidence for complete sulfide oxidation by Fe-oxides under similar conditions. The reaction is inhibited by DNP (dinitrophenol) and azide, implying biological mediation by a group of chemolithotrophic bacteria such as the thiobacilli, having a well-organized cytochrome system, oxidative phosphorylation coupled with sulfide oxidation, and possibly aulolrophic CO 2 fixation. Lack of sensitivity to chlorate suggests that a No 3- reductase complex is not involved. Because of metal reduction and the overall stoichiometry of reaction, this sulfide oxidation causes a rise in pH in contrast to oxidation by O 2. Alkalinity is also simultaneously depeleted by Mn, Ca carbonate precipitation. Both manganoan kutnahorite and manganoan calcite are observed to form rapidly (days) during Mn reduction. The oxidation of sulfides by Mn-oxides is likely to be important, but highly variable, in organic-rich shelf sediments and environments such as hydrothermal vents where sulfidic plumes contact oxidized metals. A substantial Proportion of sedimentary sulfide may be oxidized and Mn reduced by this pathway, particularly in bioturbated sediments. The relative roles of lithotrophic (S) and heterotrophic (C) Mn-reduction in marine sediments are presently unknown.",269,noachian,FALSE,TRUE
2009BGeo....6.2433B,"['The Arctic Ocean marine carbon cycle: evaluation of air-sea CO2 exchanges, ocean acidification impacts and potential feedbacks']","Bates, N. R.",2009,Biogeosciences,10.5194/bg-6-2433-2009,"At present, although seasonal sea-ice cover mitigates atmosphere-ocean gas exchange, the Arctic Ocean takes up carbon dioxide (CO2) on the order of -66 to -199 Tg C year-1 (1012 g C), contributing 5-14% to the global balance of CO2 sinks and sources. Because of this, the Arctic Ocean has an important influence on the global carbon cycle, with the marine carbon cycle and atmosphere-ocean CO2 exchanges sensitive to Arctic Ocean and global climate change feedbacks. In the near-term, further sea-ice loss and increases in phytoplankton growth rates are expected to increase the uptake of CO2 by Arctic Ocean surface waters, although mitigated somewhat by surface warming in the Arctic. Thus, the capacity of the Arctic Ocean to uptake CO2 is expected to alter in response to environmental changes driven largely by climate. These changes are likely to continue to modify the physics, biogeochemistry, and ecology of the Arctic Ocean in ways that are not yet fully understood. In surface waters, sea-ice melt, river runoff, cooling and uptake of CO2 through air-sea gas exchange combine to decrease the calcium carbonate (CaCO3) mineral saturation states (Œ©) of seawater while seasonal phytoplankton primary production (PP) mitigates this effect. Biological amplification of ocean acidification effects in subsurface waters, due to the remineralization of organic matter, is likely to reduce the ability of many species to produce CaCO3 shells or tests with profound implications for Arctic marine ecosystems",267,noachian,FALSE,TRUE
2004PNAS..101.4003R,"['Nitric oxide, oxidants, and protein tyrosine nitration']","Radi, Rafael",2004,Proceedings of the National Academy of Science,10.1073/pnas.0307446101,"The occurrence of protein tyrosine nitration under disease conditions is now firmly established and represents a shift from the signal transducing physiological actions of ‚àôNO to oxidative and potentially pathogenic pathways. Tyrosine nitration is mediated by reactive nitrogen species such as peroxynitrite anion (ONOO-) and nitrogen dioxide (‚àôNO2), formed as secondary products of ‚àôNO metabolism in the presence of oxidants including superoxide radicals (), hydrogen peroxide (H2O2), and transition metal centers. The precise interplay between ‚àôNO and oxidants and the identification of the proximal intermediate(s) responsible for nitration in vivo have been under controversy. Despite the capacity of peroxynitrite to mediate tyrosine nitration in vitro, its role on nitration in vivo has been questioned, and alternative pathways, including the nitrite/H2O2/hemeperoxidase and transition metal-dependent mechanisms, have been proposed. A balanced analysis of existing evidence indicates that (i) different nitration pathways can contribute to tyrosine nitration in vivo, and (ii) most, if not all, nitration pathways involve free radical biochemistry with carbonate radicals () and/or oxo-metal complexes oxidizing tyrosine to tyrosyl radical followed by the diffusion-controlled reaction with ‚àôNO2 to yield 3-nitrotyrosine. Although protein tyrosine nitration is a low-yield process in vivo, 3-nitrotyrosine has been revealed as a relevant biomarker of ‚àôNO-dependent oxidative stress; additionally, site-specific nitration focused on particular protein tyrosines may result in modification of function and promote a biological effect. Tissue distribution and quantitation of protein 3-nitrotyrosine, recognition of the predominant nitration pathways and individual identification of nitrated proteins in disease states open new avenues for the understanding and treatment of human pathologies.",265,noachian,FALSE,TRUE
2008GBioC..22.1013S,"['Future changes in climate, ocean circulation, ecosystems, and biogeochemical cycling simulated for a business-as-usual CO2 emission scenario until year 4000 AD']","Schmittner, Andreas",2008,Global Biogeochemical Cycles,10.1029/2007GB002953,"A new model of global climate, ocean circulation, ecosystems, and biogeochemical cycling, including a fully coupled carbon cycle, is presented and evaluated. The model is consistent with multiple observational data sets from the past 50 years as well as with the observed warming of global surface air and sea temperatures during the last 150 years. It is applied to a simulation of the coming two millennia following a business-as-usual scenario of anthropogenic CO2 emissions (SRES A2 until year 2100 and subsequent linear decrease to zero until year 2300, corresponding to a total release of 5100 GtC). Atmospheric CO2 increases to a peak of more than 2000 ppmv near year 2300 (that is an airborne fraction of 72% of the emissions) followed by a gradual decline to 1700 ppmv at year 4000 (airborne fraction of 56%). Forty-four percent of the additional atmospheric CO2 at year 4000 is due to positive carbon cycle-climate feedbacks. Global surface air warms by 10C, sea ice melts back to 10% of its current area, and the circulation of the abyssal ocean collapses. Subsurface oxygen concentrations decrease, tripling the volume of suboxic water and quadrupling the global water column denitrification. We estimate 60 ppb increase in atmospheric N2O concentrations owing to doubling of its oceanic production, leading to a weak positive feedback and contributing about 0.24C warming at year 4000. Global ocean primary production almost doubles by year 4000. Planktonic biomass increases at high latitudes and in the subtropics whereas it decreases at midlatitudes and in the tropics. In our model, which does not account for possible direct impacts of acidification on ocean biology, production of calcium carbonate in the surface ocean doubles, further increasing surface ocean and atmospheric pCO2. This represents a new positive feedback mechanism and leads to a strengthening of the positive interaction between climate change and the carbon cycle on a multicentennial to millennial timescale. Changes in ocean biology become important for the ocean carbon uptake after year 2600, and at year 4000 they account for 320 ppmv or 22% of the atmospheric CO2 increase since the preindustrial era.",264,noachian,FALSE,TRUE
2007DSRII..54..639D,['Factors influencing the sinking of POC and the efficiency of the biological carbon pump'],"De La Rocha, Christina L.",2007,Deep Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2007.01.004,"By altering the number, size, and density of particles in the ocean, the activities of different phytoplankton, zooplankton, and microbial species control the formation, degradation, fragmentation, and repackaging of rapidly sinking aggregates of particulate organic carbon (POC) and are responsible for much of the variation in the efficiency of the biological carbon pump. A more systematic understanding of these processes will allow the biological pump to be included in global models as more than an empirically-determined decline in POC concentrations with depth that may not adequately represent past or future conditions. Although progress has been made on this front, key areas needing work are the amount of POC flux associated with appendicularians, the mechanisms by which coccoliths and coccolithophorid POC reach depth, and the impact of polymers such as TEP on the porosity of aggregates. In addition, an understanding of the interaction between biological and physical aspects of the pump, such as aggregate loading with suspended mineral particles, is also important for understanding the transmission of biogenic materials through the meso- and bathypelagic realms. Data suggest that variable biogenic silica to POC production ratios in various ocean regions are responsible for the poor correlation observed between silica and POC in deep sediment traps, and that high concentrations of suspended coccoliths in deep waters may be responsible for the homogeneous calcium carbonate to POC ratios observed in these same traps. Sedimentation of foraminiferal calcite does not appear to be as tightly correlated to POC flux as coccolith sedimentation. Suspended calcium carbonate particles, scavenged by sinking organic aggregates, have been observed to both fragment and increase the density of these aggregates. Analysis of the data suggests that scavenging of minerals by aggregates decreases the porosity of the aggregates and may increase their sinking velocities by hundreds of times.",263,noachian,FALSE,TRUE
1996Geo....24..499E,['Evolution patterns of radiolaria and organic matter variations: A new approach to identify sea-level changes in mid-Cretaceous pelagic environments'],"Erbacher, Jochen",1996,Geology,10.1130/0091-7613(1996)024<0499:EPORAO>2.3.CO;2,"The relation between sea-level changes, plankton productivity, and evolution, as well as the occurrence of anoxic sediments, provides an interesting avenue of paleooceanographic research. In this context, we examined mid-Cretaceous radiolarian faunas, carbonate isotopic and organic matter type data of Deep Sea Drilling Project and Ocean Drilling Program cores from the North Atlantic, and samples from outcrops of the western Tethys from central and northern Italy. Former studies indicate that an expansion of the oxygen minimum zone caused plankton extinctions at the Cenomanian-Turonian boundary. An expanded oxygen minimum zone would destroy deeper habitats of planktic foraminifera, causing the extinction of deeper dwelling forms. Although this model is well established for the Cenomanian-Turonian boundary, not much is known about the causes of extinctions and radiations during the entire mid-Cretaceous (Aptian-Turonian). We demonstrate that the dimension of the oxygen minimum zone, which depends on the relative sea level and the corresponding nutrient supply, causes the complex pattern of evolution and radiation of planktic protozoa and the sedimentation of black shales in the mid-Cretaceous. This new depositional model allows correlation of micropaleontologic data and different types of black shales in the pelagic realm within a sequence stratigraphic framework.",261,noachian,FALSE,TRUE
